genome	n_genes_called	n_genes_mapped	n_contigs	taxonomic_level	proportion_genes_retained_in_major_clades	genes_retained_index	clade_separation_score	contamination_portion	n_effective_surplus_clades	mean_hit_identity	reference_representation_score	pass.GUNC
vamb_treat_HR_vae_4770	3099	2883	74	class	0.93	0.86	0.05	0.03	0.07	0.66	0.57	True
vamb_treat_HR_vae_873	2009	1854	97	family	0.93	0.85	0.14	0.18	0.45	0.65	0.56	True
vamb_treat_HR_vae_979	3344	3161	51	class	0.97	0.91	0.04	0.12	0.26	0.66	0.6	True
vamb_treat_HT_vae_11	1876	1562	20	family	0.85	0.71	0.06	0.05	0.09	0.6	0.42	True
vamb_treat_HT_vae_1704	3920	3723	158	genus	0.81	0.77	0.11	0.25	0.72	0.76	0.58	True
vamb_treat_HT_vae_215	2959	2608	355	genus	0.47	0.41	0.15	0.83	7.8	0.58	0.24	True
vamb_treat_HT_vae_2588	5450	5249	263	genus	0.88	0.84	0.25	0.02	0.05	0.94	0.79	True
vamb_treat_HT_vae_306	3428	3237	71	genus	0.79	0.74	0.06	0.69	3.91	0.7	0.52	True
vamb_treat_HT_vae_3159	2520	2397	138	genus	0.83	0.79	0.22	0.14	0.35	0.75	0.59	True
vamb_treat_HT_vae_320	2797	2572	129	family	0.91	0.84	0.09	0.26	0.75	0.64	0.54	True
vamb_treat_HT_vae_3236	4146	3942	114	family	0.93	0.89	0.14	0.13	0.3	0.75	0.67	True
vamb_treat_HT_vae_329	2145	2012	47	family	0.93	0.87	0.06	0.37	0.98	0.68	0.59	True
vamb_treat_HT_vae_373	1747	1487	31	phylum	0.95	0.81	0.04	0.28	0.72	0.52	0.42	True
vamb_treat_HT_vae_575	1798	1478	47	order	0.86	0.71	0.06	0.18	0.46	0.52	0.37	True
vamb_treat_HT_vae_7404	3993	3748	63	class	0.97	0.91	0.09	0.28	0.71	0.65	0.6	True
vamb_treat_HT_vae_756	2617	2481	451	genus	0.82	0.78	0.47	0.04	0.09	0.84	0.66	False
vamb_treat_HT_vae_927	4901	4547	165	class	0.93	0.86	0.1	0.02	0.05	0.66	0.57	True
vamb_treat_OP_OP_vae_1049	4515	4312	135	class	0.96	0.91	0.08	0.15	0.35	0.7	0.64	True
vamb_treat_OP_OP_vae_1073	4055	3804	111	genus	0.77	0.72	0.1	0.31	0.9	0.74	0.54	True
vamb_treat_OP_OP_vae_1081	1821	1454	5	order	0.86	0.69	0.01	0.4	1.38	0.52	0.36	True
vamb_treat_OP_OP_vae_111	2549	2344	184	family	0.91	0.84	0.18	0.13	0.29	0.67	0.56	True
vamb_treat_OP_OP_vae_1149	3167	2872	69	genus	0.81	0.73	0.28	0.04	0.09	0.8	0.59	True
vamb_treat_OP_OP_vae_1256	4424	4143	235	genus	0.82	0.77	0.29	0.33	1.02	0.78	0.6	True
vamb_treat_OP_OP_vae_1389	4013	3785	586	class	0.94	0.89	0.16	0.03	0.06	0.66	0.59	True
vamb_treat_OP_OP_vae_1467	2328	2153	409	genus	0.73	0.67	0.15	0.57	2.74	0.67	0.45	True
vamb_treat_OP_OP_vae_1746	3950	3759	275	genus	0.76	0.72	0.14	0.67	3.77	0.68	0.49	True
vamb_treat_OP_OP_vae_181	1306	1147	52	genus	0.78	0.69	0.08	0.52	2.37	0.57	0.39	True
vamb_treat_OP_OP_vae_1878	3798	3559	236	family	0.94	0.88	0.08	0.3	0.93	0.68	0.6	True
vamb_treat_OP_OP_vae_2047	4946	4561	226	genus	0.72	0.66	0.11	0.71	4.05	0.68	0.45	True
vamb_treat_OP_OP_vae_2363	2261	2203	121	kingdom	1.0	0.97	0.0	0.0	0.0	0.94	0.92	True
vamb_treat_OP_OP_vae_2476	2973	2692	173	class	0.95	0.86	0.11	0.19	0.44	0.67	0.58	True
vamb_treat_OP_OP_vae_2579	2951	2740	179	class	0.94	0.87	0.15	0.18	0.41	0.66	0.58	True
vamb_treat_OP_OP_vae_2695	3916	3702	174	class	0.96	0.91	0.11	0.05	0.1	0.68	0.62	True
vamb_treat_OP_OP_vae_296	2488	2310	161	family	0.94	0.87	0.12	0.27	0.79	0.66	0.58	True
vamb_treat_OP_OP_vae_2993	4903	4535	323	genus	0.73	0.68	0.15	0.73	4.36	0.7	0.47	True
vamb_treat_OP_OP_vae_3220	2088	1952	72	family	0.95	0.89	0.11	0.2	0.54	0.67	0.59	True
vamb_treat_OP_OP_vae_3759	5880	5662	208	genus	0.86	0.83	0.3	0.23	0.58	0.93	0.77	True
vamb_treat_OP_OP_vae_448	2988	2739	60	genus	0.92	0.85	0.13	0.12	0.28	0.78	0.66	True
vamb_treat_OP_OP_vae_556	3602	3399	363	genus	0.74	0.7	0.2	0.41	1.68	0.7	0.49	True
vamb_treat_OP_OP_vae_627	5317	4925	277	genus	0.8	0.74	0.12	0.26	0.76	0.73	0.54	True
vamb_treat_OP_OP_vae_715	4012	3586	233	genus	0.77	0.69	0.14	0.59	2.07	0.66	0.46	True
vamb_treat_OP_OP_vae_755	3360	3173	772	genus	0.82	0.78	0.17	0.55	2.92	0.68	0.53	True
vamb_treat_OP_OP_vae_784	1597	1300	83	class	0.96	0.78	0.07	0.41	1.33	0.58	0.45	True
vamb_treat_OP_OP_vae_787	2346	2244	367	family	0.94	0.9	0.23	0.22	0.56	0.95	0.86	True
vamb_treat_OP_OP_vae_894	2627	2476	116	genus	0.92	0.86	0.26	0.13	0.3	0.73	0.63	True
vamb_treat_OP_OP_vae_995	5409	5239	699	genus	0.83	0.8	0.41	0.23	0.57	0.94	0.75	True
